numero_base,classe,descricao,referencias_correlacionadas
090836,9,Sensores de estacionamento para veículos,110112;120047;120074;120077;120117;120125;120128;120149;120195;120212;120258;120261;120271;120276;120326;120327;250198;280155;280272;420195
090837,9,Impressoras de bilhetes,070555;080212;160038;200361;280285
090838,9,Cintos corporais para apoio na elevação de cargas,060451;070095;100045;100047;100175;200052;200290;200338;250031;260031;280212;360136
090840,9,Projetores de vídeo Downloadable software for generating cryptographic keys for receiving and,010176;030074;420292
090842,9,Carteiras eletrônicas baixáveis,150098;180069;180125;410099
090843,9,Máquinas para pagamento com cartão de crédito,160345;360056;360057;360118;420246
090845,9,Cédulas de identidade biométricas,160367;160402;200154;350178
090846,9,Centrais [hubs] para casas inteligentes,070483;110417;200312;250203;280086;280288;430013;430071;440219;070483
090846,9,Centrais [hubs] de automação residenciais,070483;110417;200312;250203;280086;280288;430013;430071;440219;070483
090847,9,"Conjuntos de dados, gravados ou baixáveis",260153;280050;420225
090848,9,Aparelhos de exibição projetados no vidro para veículos,010522;010544;070172;100005;100057;100063;100120;100134;100135;100158;100196;110112;110172;110229;110415;120047;120074;120077;120117;120125;120128;120149;120195;120212;120258;120261;120271;120276;120326;120327;170127;170128;190180;190192;190255;190274;200013;200261;210009;210022;210033;210042;210044;210114;210119;210149;210229;210230;210231;210243;280031;280044;280044;390044;400062;400088;420195
090849,9,Alto-falantes inteligentes,250203
090850,9,Fechaduras biométricas,060204;060237;200181;200240;370125;450033
090851,9,Bolas extintoras de incêndio,120353;210454;260020;280011;280019;280023;280030;280173;280220;280263;280290;360034;450203;450204
090853,9,Medidores de poeira ultrafina portáteis,100222;100267;100273;110149;200339;210261;220115;430207
090854,9,Smartphones dobráveis,120055;140170
090855,9,Lanternas para smartphones,110041;110045;110051;110110;110185;110346;110346;110355
090856,9,Escâneres [scanners] 3d,070555;070576;070596;400127
090858,9,Microfones de alto-falante sem fio,060132;220055;380048
090860,9,"Trajes hápticos, exceto para fins medicinais",030230;030265;050041;050086;050121;050148;050184;050399;050402;050403;050405;050455;050456;050459;050460;050461;050462;050463;050465;050499;050520;050527;070582;080289;100079;100294;100295;100301;100319;120351;250066;250126;300009;340047;440238;450046
090861,9,Anéis de luz [ring lights] de selfie para smartphones,060038;060038;100018;100251;110118;110369;110399;120127;170004;170009;170009;170131;200011;290200
090862,9,Carregadores para telefones celulares,260151;370153;370160;420238
090863,9,Protetores de tela para telefones celulares,050391;160063;200357;210446;260151;370153;420238
090864,9,Sinais de alerta [luminosos],060235;130064;170138;410105
090865,9,Sinais de segurança [luminosos],060235;110182;110189;130064;190192;410105
090866,9,Anéis de dedo para segurar telefones celulares,100018;100251;170009;170131;260151;290200;370153;420238
090867,9,Anéis suportes para telefones celulares,060038;060038;060431;100018;100251;170009;170131;260046;260151;290200;370153;420238
090869,9,Headsets para jogar videogames Software de computador baixável para gestão de operações de criptomoeda usando 9 tecnologia blockchain Programa de computador baixável para gestão de operações de criptomoeda usando 9 tecnologia blockchain,420261;420279;420302
090872,9,Aparelhos para geração de gás para fins de calibragem,070503;110138;110388;110389
090873,9,"Aparelhos para testar leite materno, exceto para uso médico ou veterinário",010178;010180;010243;010259;010579;010594;010595;010657;010658;010727;050036;050036;050096;050437;050503;100024;100295
090874,9,Carregadores de energia portáteis,010297;040106;110149;200339;210261;370160;370165;390090;400103;400143;420207;420218;430207
090876,9,Controladores eletrônicos para servomotores,060472;280193;410233;410268
090877,9,Computadores quânticos,200266;350084;370116;380037;380040;380041;400144;420083;420194;420203;420215;420235
090878,9,Controles de interface digital de instrumentos musicais enquanto interfaces de áudio,150015;150017;150024;150025;150028;150030;150031;150034;150035;150044;150054;150055;150060;150064;150065;150073;150077;150086;150088;150094;150095;150096;150099;280278;370127;370139
090879,9,Biorreatores para uso laboratorial,070593;110390;110397
090880,9,Biorreatores para cultura celular para pesquisa científica,420017;420190;420208;420222;420284;420290;450216
090881,9,Suportes adaptados para telefones celulares e smartphones,060431;260046;260151;370153;420238
090882,9,Suportes de telefone para carros,060431;070092;120065;120066;120067;120136;120178;120199;120265;120279;120279;120300;120328;120352;200212;260046;360141;380010;380022
090883,9,Óculos de realidade virtual [head mounted displays],100328;100330;100333;380059;420303
090884,9,Impressoras portáteis sem fio para uso com laptops e dispositivos móveis,220055;380048
090887,9,Airbags para fins de segurança para proteção contra quedas,010404;030225;050028;100137;170134;210460;220115;220121;370148;420206;450202
090888,9,"Capacetes neurais, exceto para fins medicinais",030230;030265;050041;050086;050121;050148;050184;050399;050402;050403;050405;050455;050456;050459;050460;050461;050462;050463;050465;050499;050520;050527;070582;080289;100079;100294;100295;100301;100319;300009;340047;440238
090889,9,Alto-falantes portáteis,110149;200339
090891,9,Bases de refrigeração para laptops,010106;110238;200185
090893,9,Pedais de efeitos para violões,030290;070516;120092;150060
090894,9,"Software como um dispositivo médico [samd], baixável Tapetes [suporte] para painel de veículo adaptados para telefones celulares e",260151;370153;420238
090897,9,Controles para servomotores,120278;280217;280224;280228
090898,9,Máscaras contra pó com purificação do ar,010254;050065;050252;100112;110166;110207;280089;280090;400003
090899,9,Atuadores elétricos,070526;110375;210056;210226;210377
090900,9,Atuadores lineares elétricos,070594;120336
090901,9,Luvas isolantes para proteção contra acidentes,010404;170034;170099;170134;210460;220115;220121;360001;420206
090902,9,"Dosímetros, exceto para uso médico [aparelhos de medição]",010259;010594;050096;050108;050393;050437;100024;100221;100225;100274;100306;100347
090903,9,Roupas secas para mergulho [dry suit],070239;110322;120322;120351;200310;250087;250106;250151;250153;260118;280247;290027;290255;310056;310107;320061;370050;390079;400098;450276
090904,9,Macacões para mergulho [dive skin],110322;120322;120351;280247;390079;410065;450276
090905,9,Roupas para esportes aquáticos,070239;120329;200310;250087;250106;250132;250141;250151;250153;250172;260118;280046;280052;280064;280143;280152;280258;280266;370050;400098;410233
090906,9,Roteadores para redes de computador,070478;120122;220009;220039;220043;220048;220094;220108;220113;260042;280064;280065;280165;420262
090907,9,Extensores de frequência Robôs humanoides com funções de comunicação e aprendizado para auxiliar e entreter 9 pessoas,260154;410245;410259;420299
090909,9,Sistemas de alerta de míssil,110361;170138;390107;420177
090910,9,Sistemas de navegação autônoma para navios,110361;120073;120082;120118;120150;120151;120252;120343;220059;390015;390055;390107
090911,9,Terminais de autoatendimento,360146;380023
090912,9,Escâneres [scanner] de documentos portáteis,110149;200339;420210
090913,9,Estojos para smartphones com teclado integrado,080106;120312;130033;160398;260091
090914,9,Medidores de alinhamento de rodas,070191;070279;070335;070336;070420;080226;100036;100222;100256;100267;100273;120033;120043;120062;120091;120094;120095;120124;120148;120250;280098;280181;280293;390092
090915,9,Mesas para mixar vídeos,070359;100150;100277;160382;200036;200070;200083;200095;200126;200169;200188;200229;200308;200338;280070;280123;410223
090916,9,Robôs humanoides com inteligência artificial para preparar bebidas,070315;070598;070611;410259;420277;420299;420315
090917,9,"Robôs humanoides programáveis pelo usuário, não configurados",410259;420299
090918,9,Arquivos de imagens digitais baixáveis autenticados por tokens não fungíveis [NFTs],250200;350185;350188;410263;420301
090919,9,Ozonizadores para fins de calibragem,420136;070124;070171;110349;110404;420136
090919,9,Geradores de ozônio para fins de calibragem,420136;070124;070171;110349;110404;420136
090920,9,Cordões para telefones celulares,100332;140186;180031;260047;260067;260090;260150;260151;370153;420238
090921,9,Gimbals para câmeras digitais,100231;250198;380047;410088;410241;450262
090924,9,Terminais de ponto de venda [PDV],350181;360146;380023
090925,9,Aparelhos para projeção holográfica,070172;100005;100057;100063;100120;100134;100135;100158;100196;110172;110415;280031;280044;280044;420271
090926,9,Buretas de laboratório,010740;110058;110150;110150;110176;420217
090927,9,Suportes com rastreador de movimentos para câmeras,060391;060431;070092;100146;100231;110279;160018;160258;200101;200120;200212;210146;210469;210476;260046;410088;450262
090928,9,Carteiras de hardware para criptomoedas,180069;420269
090929,9,Vestuário virtual baixável,060202;200059;250002;250020;250027;250045;250057;250059;250065;250077;250084;250089;250092;250096;250115;250122;250123;260018;260064;260073;260077;350183
090930,9,Controles de realidade virtual,120278;280224;380059;420303
090931,9,Foguetes sonoros,060159;130068;130079;190108;200268
090932,9,Vestuário para motociclistas para proteção contra acidentes ou ferimentos,010404;170134;200059;210460;220115;220121;250002;250020;250027;250045;250057;250059;250065;250077;250084;250089;250092;250096;250115;250123;260018;260064;260073;260077;360001;370148;420206
090933,9,Arquivos de músicas digitais baixáveis autenticados por tokens não fungíveis [NFTs],250200;350185;350188;410263;420301
090934,9,Aplicativo baixável para ambientes virtuais Downloadable computer software applications for minting non-fungible tokens,350187;360139;380058;410256;420296
090936,9,Aparelhos para medição de poeira,420312
090937,9,Aparelhos de diagnóstico para uso em laboratório de pesquisa,010740;050330;050443;100201;110150;110150;420017;420190;450216
090938,9,"Aparelhos de imagem ultrassônicos, exceto para fins medicinais",030230;050041;050086;050121;050399;050455;050459;050460;050461;050462;050463;050465;050499;070582;080289;100079;100258;100294;100301;100320;340047
090939,9,Luvas de dedo capacitivas para dispositivos com tela de toque,160063;160407;250194
090940,9,Dispositivos sequenciadores de música,100291;120038;150052;150053;150087;440253
090941,9,Sinais de trânsito para pedestres,060235;130064;410105
090942,9,Etiquetas eletrônicas para prateleira,060465;150098;160081;160390;180128;180130;200307;210373;240102;410231
090943,9,Mídia de armazenamento eletrônico,060507;200128;390121;420226;420311
090944,9,Câmeras de painéis de instrumentos,060485;100231;140030;190154;190266;200002;410088
090944,9,Dash cam,060485;100231;140030;190154;190266;200002;410088
090945,9,Osciladores eletrônicos,060062;060472;150044;160350;200344;280193;340039;340040;390113;410084;410233;410268;410269
090946,9,Ressonadores eletrônicos,060062;060472;150044;160350;200344;280193;340039;340040;390113;410084;410233;410268;410269
090949,9,Simuladores de treinamento médico,110359;410061;410189;410207;410228
090950,9,Arquivos de vídeo baixáveis,200044;200062;350061;350176;380053;410069;410088;410106;410208
090951,9,Canetas stylus para telas sensíveis ao toque,060428;100083;160011;160131;160133;160133;160185;160199;160216;160225;160253;160299;160301;160407;170080
090952,9,Escâneres [scanner] biométricos Robôs humanoides com inteligência artificial para uso em limpeza doméstica e 9 lavanderia,070598;420277;420315
090954,9,Espelhos de tráfego,100078;100118;120173;130038;130038;200013;200193;200274;350112;390098
090955,9,Dispositivos de proteção contra surtos elétricos,010404;100137;100291;170134;210460;220115;220121;370148;420206
090957,9,Baterias nucleares,010006;010087;010179;010251;110253;150066;370137;400141
090958,9,Coletes salva-vidas para animais de estimação,050440;050478;100327;120311;120354;120357;140187;160371;180135;200271;200356;210302;210306;210306;210473;240121;250082;280004;310138;310142;310146;310147;310181;440173;450198;450243;450275
090959,9,Frascos para uso laboratorial,210022;210144;210289
